Kanji,Kun,On,Arti,Kata 1,Kata 2,Kata 3,URL,Peringkat frekuensi
純,,ジュン,"asli, kesucian, kepolosan, keuntungan bersih","清純【せいじゅん】kemurnian, kepolosan","純粋【じゅんすい】murni, benar, asli","純情【じゅんじょう】hati murni, keluguan, kepolosan",https://kanjikana.com/id/kanji/純?jlpt=2,1044
採,と.る,サイ,"pilih, ambil, mengambil","採択【さいたく】adopsi, pilihan",採算【さいさん】keuntungan,採掘【さいくつ】pertambangan,https://kanjikana.com/id/kanji/採?jlpt=2,607
占,"し.める, うらな.う",セン,"ramalan, meramal, peramalan, menduduki, tahan, memiliki, dapatkan, mengambil","独占【どくせん】monopoli, eksklusivitas, menguasai, menyendiri","占領【せんりょう】menduduki, memiliki (sebuah area) untuk diri sendiri saja, okupasi militer, milik, tangkap, ...","占う【うらなう】meramal nasib seseorang, meramalkan, memprediksi, meramal",https://kanjikana.com/id/kanji/占?jlpt=2,694
央,,オウ,"pusat, tengah","中央【ちゅうおう】pusat, tengah, jantung, ibu kota, ibu kota pemerintahan",,,https://kanjikana.com/id/kanji/央?jlpt=2,582
航,,コウ,"navigasi, berlayar, kapal pesiar, terbang","航海【こうかい】pelayaran laut, navigasi, berlayar, lewat, kapal pesiar","航空【こうくう】penerbangan, terbang",,https://kanjikana.com/id/kanji/航?jlpt=2,665
悩,"なや.む, なや.ます, なや.ましい, なやみ",ノウ,"masalah, khawatir, dalam rasa sakit, kesulitan, penyakit","悩み【なやみ】masalah, khawatir, kesulitan, kesedihan, penderitaan","悩ます【なやます】menimpa, menyiksa, mengganggu, melecehkan","悩ましい【なやましい】menggoda, duniawi, memikat, mengganggu, sulit, ...",https://kanjikana.com/id/kanji/悩?jlpt=2,1084
頃,"ころ, ごろ, しばら.く","ケイ, キョウ","waktu, tentang, menuju",頃【けい】qing,"年頃【としごろ】usia perkiraan, usia nyata, usia layak menikah (khususnya bagi seorang wanita), usia dewasa, usia yang tepat (untuk ...), ...","その頃【そのころ】pada saat itu, pada masa itu, kemudian",https://kanjikana.com/id/kanji/頃?jlpt=2,2015
針,はり,シン,"jarum, peniti, klip kertas, sengat",針金【はりがね】kawat,"針路【しんろ】kursus, arah","方針【ほうしん】kebijakan, kursus, rencana (aksi), prinsip, jarum magnet",https://kanjikana.com/id/kanji/針?jlpt=2,505
賢,かしこ.い,ケン,"cerdas, bijaksana, kebijaksanaan, kecerdasan","賢明【けんめい】bijaksana, masuk akal, cerdas","賢い【かしこい】bijaksana, pintar, berperilaku baik (khususnya anak-anak dan hewan peliharaan), patuh, baik",,https://kanjikana.com/id/kanji/賢?jlpt=2,1159
則,"のっと.る, のり, すなわち",ソク,"aturan, hukum, mengikuti, berdasarkan, meniru setelah","原則【げんそく】prinsip, aturan umum, secara umum, secara prinsip","不規則【ふきそく】ketidakteraturan, ketidakstabilan, berantakan","法則【ほうそく】hukum, aturan",https://kanjikana.com/id/kanji/則?jlpt=2,753
砂,すな,"サ, シャ",pasir,"砂利【じゃり】kerikil, pemberat, anak, bocah kecil",砂漠【さばく】gurun,"砂【すな】pasir, ketabahan",https://kanjikana.com/id/kanji/砂?jlpt=2,1146
踊,おど.る,ヨウ,"lompat, tari, lompatan, melewatkan",踊る【おどる】menari (asalnya tarian melompat),踊り【おどり】tari,,https://kanjikana.com/id/kanji/踊?jlpt=2,1308
乾,"かわ.く, かわ.かす, ほ.す, ひ.る, いぬい","カン, ケン","kekeringan, kering, mengeringkan, minum habis, surga, kaisar","乾かす【かわかす】mengeringkan (pakaian, dll.), mengeringkan","乾燥【かんそう】kekeringan, mengeringkan (misalnya pakaian), dehidrasi, pengeringan, keseganan",乾く【かわく】mengeringkan,https://kanjikana.com/id/kanji/乾?jlpt=2,1453
含,"ふく.む, ふく.める",ガン,"mengandung, termasuk, tahan di mulut, ingat, mengerti, menghargai","含める【ふくめる】memasukkan, mengajar, membuat seseorang mengerti, menyertakan (nuansa), menyematkan (implikasi), ...","含む【ふくむ】mengandung, mencakup, memiliki, memegang, termasuk, ...",,https://kanjikana.com/id/kanji/含?jlpt=2,466
複,,フク,"duplikat, ganda, senyawa, berbagai","重複【ちょうふく】duplikasi, pengulangan, tumpang tindih, redundansi, restorasi","複写【ふくしゃ】menyalin, duplikasi, reproduksi, salin","複数【ふくすう】jamak, beberapa",https://kanjikana.com/id/kanji/複?jlpt=2,915
税,,ゼイ,"pajak, tugas","関税【かんぜい】tarif (pajak impor), tugas, kebiasaan",課税【かぜい】pajak,"税関【ぜいかん】bea cukai, gedung bea cukai",https://kanjikana.com/id/kanji/税?jlpt=2,289
照,"て.る, て.らす, て.れる",ショウ,"menyinari, bersinar, bandingkan, pemalu","参照【さんしょう】rujukan (misalnya ke kamus, bagian, catatan kaki), konsultasi, perbandingan, menjelajahi (file atau folder)","照合【しょうごう】kolasi, perbandingan","照明【しょうめい】penerangan, pencahayaan",https://kanjikana.com/id/kanji/照?jlpt=2,1004
皮,かわ,ヒ,"kulit bulu, kulit, sembunyi, radikal kulit (no. 107)","皮肉【ひにく】ironi, sarkasme, sinisme, satir, tak terduga, ...","毛皮【けがわ】bulu, kulit, kulit bulu, radikal ""bulu"" kanji","皮【かわ】kulit, sembunyi, bulu, rindu, kupas, ...",https://kanjikana.com/id/kanji/皮?jlpt=2,1092
築,きず.く,チク,"mengarang, membangun","新築【しんちく】gedung baru, konstruksi baru","築く【きずく】membangun, mendirikan, mengumpulkan, menumpuk","建築【けんちく】konstruksi, arsitektur (bangunan)",https://kanjikana.com/id/kanji/築?jlpt=2,821
祭,"まつ.る, まつ.り, まつり",サイ,"ritual, menawarkan doa, merayakan, mendewakan, mengabadikan, sembahyang","祭る【まつる】memuliakan, mengabadikan, berdoa, beribadah","祭り【まつり】festival, pesta, pelecehan oleh massa garpu tala internet, perundungan daring, membara, ...","お祭り【おまつり】festival, pesta, karnaval",https://kanjikana.com/id/kanji/祭?jlpt=2,1124
敬,うやま.う,"ケイ, キョウ","kagum, menghormati, kehormatan","敬語【けいご】gelar kehormatan, istilah penghormatan, ekspresi sopan, bahasa hormat","尊敬【そんけい】hormat, penghargaan, penghormatan, kehormatan","敬意【けいい】hormat, kehormatan",https://kanjikana.com/id/kanji/敬?jlpt=2,1078
棒,,ボウ,"batang, tongkat, tiang, klub, garis","鉄棒【てつぼう】batang besi, klub besi, palang mendatar (senam)","泥棒【どろぼう】pencuri, perampok, pencurian, perampokan",,https://kanjikana.com/id/kanji/棒?jlpt=2,1455
包,"つつ.む, くる.む",ホウ,"membungkus, mengemas, sampul, menyembunyikan","包装【ほうそう】pengemasan, pembungkusan","包丁【ほうちょう】pisau dapur, pisau ukir, memasak, makanan","包帯【ほうたい】perban, pakaian",https://kanjikana.com/id/kanji/包?jlpt=2,954
昇,のぼ.る,ショウ,bangkit,"上昇【じょうしょう】naik, menaik, memanjat","昇進【しょうしん】promosi, kemajuan, naik pangkat",,https://kanjikana.com/id/kanji/昇?jlpt=2,826
預,"あず.ける, あず.かる",ヨ,"deposito, penjagaan, pergi dengan, serahkan kepada","預金【よきん】deposito, rekening bank","預かる【あずかる】merawat, menjaga, mempertahankan, menahan, dipercayakan untuk mengurus, ...","預ける【あずける】menitipkan, mempercayakan (seseorang) dengan, menyetorkan, menugaskan, menyerahkan (suatu masalah) ke tangan seseorang, ...",https://kanjikana.com/id/kanji/預?jlpt=2,981
泊,"と.まる, と.める",ハク,"menginap, menginap di, berlabuh","泊【はく】penghitung malam menginap, menginap, penginapan","泊める【とめる】memberikan perlindungan kepada, menginap, menggantung, mengakomodasi","宿泊【しゅくはく】akomodasi, penginapan",https://kanjikana.com/id/kanji/泊?jlpt=2,1233
板,いた,"ハン, バン","papan, piring, panggung","看板【かんばん】papan tanda, tanda, papan reklame, penimbunan, plat pintu, ...",黒板【こくばん】papan tulis hitam,"板【いた】papan, lembaran (logam), piringan (kaca), kaca, pelat, ...",https://kanjikana.com/id/kanji/板?jlpt=2,926
袋,ふくろ,"タイ, ダイ","karung, tas, kantong","足袋【たび】perjalanan, kaus kaki jepang (dengan jempol terpisah)","袋【ふくろ】tas, karung, kantong, kulit jeruk (dan buah-buahan serupa lainnya), jalan buntu, ...",手袋【てぶくろ】sarung tangan,https://kanjikana.com/id/kanji/袋?jlpt=2,1125
訓,"おし.える, よ.む, くん.ずる","クン, キン","instruksi, pembacaan karakter jepang, penjelasan, baca","教訓【きょうくん】pelajaran, prinsip, ajaran, moral","訓練【くんれん】pelatihan, bor, latihan, disiplin","訓【くん】bacaan asli jepang dari karakter cina, ajaran, pelajaran, ajaran seseorang",https://kanjikana.com/id/kanji/訓?jlpt=2,1134
諸,もろ,ショ,"berbagai, banyak, beberapa, bersama",,,,https://kanjikana.com/id/kanji/諸?jlpt=2,658
誌,,シ,"dokumen, catatan","雑誌【ざっし】jurnal, majalah",,,https://kanjikana.com/id/kanji/誌?jlpt=2,851
寺,てら,ジ,kuil buddha,寺【てら】kuil,,,https://kanjikana.com/id/kanji/寺?jlpt=2,879
虫,むし,"チュウ, キ","serangga, suhu",昆虫【こんちゅう】serangga,"虫歯【むしば】rongga, kerusakan gigi, gigi berlubang, karies gigi","虫【むし】serangga, kriket, ngengat, cacing, cacing gelang, ...",https://kanjikana.com/id/kanji/虫?jlpt=2,1351
氷,"こおり, ひ, こお.る",ヒョウ,"es batu, es, hujan es, membekukan, membeku","氷【こおり】es, es serut (biasanya disajikan dengan sirup rasa)",,,https://kanjikana.com/id/kanji/氷?jlpt=2,1450
黄,"き, こ-","コウ, オウ",kuning,"黄金【おうごん】emas (Au), emas, makmur, luar biasa, uang (khususnya koin ōban), ...","黄色【きいろ】kuning, kehijauan","黄色い【きいろい】kuning, suara bernada tinggi, tajam",https://kanjikana.com/id/kanji/黄?jlpt=2,1240
竹,たけ,チク,bambu,"竹【たけ】bambu (sembarang rumput dari subfamili Bambusoideae), tengah",,,https://kanjikana.com/id/kanji/竹?jlpt=2,593
快,こころよ.い,カイ,"ceria, menyenangkan, nyaman","軽快【けいかい】ringan, lincah, kenyal, ceria, mengapung, ...","快晴【かいせい】cuaca cerah, cuaca baik","快適【かいてき】menyenangkan, nyaman",https://kanjikana.com/id/kanji/快?jlpt=2,1074
贈,おく.る,"ゾウ, ソウ","hadiah, kirim, berikan kepada, penghargaan untuk, berunding tentang, menyajikan sesuatu","寄贈【きぞう】donasi, presentasi, hadiah","贈る【おくる】memberikan, menyajikan, memberikan penghargaan","贈り物【おくりもの】hadir, hadiah",https://kanjikana.com/id/kanji/贈?jlpt=2,1001
講,,コウ,"kuliah, klub, asosiasi","聴講【ちょうこう】kehadiran kuliah, audit","休講【きゅうこう】pembatalan (kuliah, kelas, dll.)","講師【こうし】pembicara, dosen, instruktur, guru paruh waktu, tutor (di sekolah bimbingan belajar)",https://kanjikana.com/id/kanji/講?jlpt=2,653
祈,いの.る,キ,"berdoa, keinginan",祈り【いのり】doa,"祈る【いのる】berdoa, mengucapkan rahmat, mengharapkan, berharap",,https://kanjikana.com/id/kanji/祈?jlpt=2,1462
律,,"リツ, リチ, レツ","irama, hukum, peraturan, pengukur, kontrol","一律【いちりつ】seragam, bahkan, menyeluruh, sama","規律【きりつ】pesan, pengamatan, disiplin, aturan, hukum, ...",法律【ほうりつ】hukum,https://kanjikana.com/id/kanji/律?jlpt=2,992
掃,は.く,"ソウ, シュ","menyapu, sikat","清掃【せいそう】pembersihan, pengumpulan sampah, mengais","掃除【そうじ】pembersihan, menyapu, membersihkan debu, menggosok",,https://kanjikana.com/id/kanji/掃?jlpt=2,1255
幼,おさな.い,ヨウ,"masa bayi, masa kecil","幼児【ようじ】anak muda, balita, anak di atas 1 tahun tetapi belum mencapai usia sekolah",幼稚園【ようちえん】taman kanak-kanak,"幼い【おさない】sangat muda, kecil, anak-anak, tidak matang",https://kanjikana.com/id/kanji/幼?jlpt=2,1227
群,"む.れる, む.れ, むら, むら.がる",グン,"kawanan, kelompok, kerumunan, gerombolan","群【ぐん】kelompok, sekumpulan, kerumunan, gerombolan, grup musik","群れ【むれ】kelompok, kerumunan, kawanan, sekolah, gugus, ...",,https://kanjikana.com/id/kanji/群?jlpt=2,1012
叫,さけ.ぶ,キョウ,"berteriak, berseru, teriak","叫ぶ【さけぶ】berteriak, menangis, menjerit, berseru, membuat gaduh (untuk atau melawan), ...",,,https://kanjikana.com/id/kanji/叫?jlpt=2,1426
池,いけ,チ,"kolam, tangki air, kolam renang, waduk","電池【でんち】baterai, sel 
",池【いけ】kolam,,https://kanjikana.com/id/kanji/池?jlpt=2,827
震,"ふる.う, ふる.える, ふる.わせる, ふる.わす",シン,"gempa, menggoyangkan, menggigil, gemetar","震える【ふるえる】menggigil, menggoyang, bergetar, gemetar",地震【じしん】gempa bumi,,https://kanjikana.com/id/kanji/震?jlpt=2,893
豊,"ゆた.か, とよ","ホウ, ブ","berlimpah, luar biasa, kaya","豊か【ゆたか】melimpah, berlimpah, kaya, cukup, terbuka (pikiran), ...","豊富【ほうふ】melimpah, berlimpah, kaya, cukup",,https://kanjikana.com/id/kanji/豊?jlpt=2,762
乳,"ちち, ち",ニュウ,"susu, payudara","乳【ちち】susu, payudara, lingkaran, benjolan dekoratif",牛乳【ぎゅうにゅう】susu sapi,,https://kanjikana.com/id/kanji/乳?jlpt=2,1289
埋,"う.める, う.まる, う.もれる, うず.める, うず.まる, い.ける",マイ,"mengubur, terisi penuh, tertanam","埋蔵【まいぞう】mengubur di tanah, memiliki deposit bawah tanah","埋まる【うまる】dikuburkan, untuk ditutupi, dikelilingi, meluap, ramai, ...","埋める【うめる】mengubur, mengisi (mis. penonton mengisi ruangan), menyebabkan menjadi terkemas, menyumbat, menghentikan (celah), ...",https://kanjikana.com/id/kanji/埋?jlpt=2,1110
績,,セキ,"eksploitasi, prestasi, menggulung ulang kepompong","業績【ぎょうせき】prestasi, kinerja, hasil, kerja, kontribusi","紡績【ぼうせき】pemintalan (tekstil), benang pintal","実績【じっせき】prestasi, hasil aktual, hasil masa lalu, rekam jejak",https://kanjikana.com/id/kanji/績?jlpt=2,820
章,,ショウ,"lencana, bab, komposisi, puisi, desain","章【しょう】bab, bagian, medali, lencana, lambang","文章【ぶんしょう】menulis, komposisi, esai, artikel, lewat, ...",,https://kanjikana.com/id/kanji/章?jlpt=2,990
卵,たまご,ラン,"telur, ovum, muncul, telur ikan","卵【たまご】telur, muncul, telur ikan, telur ayam, dalam pembuatan, ...",,,https://kanjikana.com/id/kanji/卵?jlpt=2,1342
封,,"フウ, ホウ","segel, penutupan",封【ふう】segel,"封鎖【ふうさ】blokade, penguncian, menyegel (suatu area), membekukan (dana)",同封【どうふう】melampirkan (misalnya dengan surat),https://kanjikana.com/id/kanji/封?jlpt=2,1143
尊,"たっと.い, とうと.い, たっと.ぶ, とうと.ぶ",ソン,"dihormati, berharga, mulia, tertinggi","尊敬【そんけい】hormat, penghargaan, penghormatan, kehormatan","尊重【そんちょう】hormat, penghargaan, mengenai",,https://kanjikana.com/id/kanji/尊?jlpt=2,1181
層,,ソウ,"lapisan, kelas sosial, cerita, lantai","階層【かいそう】kelas, tingkat, lapisan, hierarki","高層【こうそう】gedung pencakar langit, bertingkat, tinggi, atas (atmosfer, arus udara, dll.)","一層【いっそう】bahkan lebih, masih lebih, semakin, lebih dari sebelumnya, satu lapisan, ...",https://kanjikana.com/id/kanji/層?jlpt=2,801
県,か.ける,ケン,prefektur,県庁【けんちょう】kantor prefektur,"県【けん】prefektur (Jepang), kabupaten (Tiongkok, Taiwan, Norwegia, dll.), departemen (Prancis), provinsi (Italia, Spanyol, dll.)",,https://kanjikana.com/id/kanji/県?jlpt=2,140
述,の.べる,ジュツ,"sebutkan, negara, berbicara, berhubungan","口述【こうじゅつ】diktasi, pernyataan verbal","述べる【のべる】menyatakan, mengungkapkan, mengatakan, memberitahu, menyebutkan",,https://kanjikana.com/id/kanji/述?jlpt=2,379
般,,ハン,"pembawa, membawa, semua, umum, mengurutkan, baik hati","全般【ぜんぱん】seluruh, secara keseluruhan, secara umum","一般【いっぱん】umum, universal, biasa, rata-rata, bukan selebriti, ...",,https://kanjikana.com/id/kanji/般?jlpt=2,649
薄,"うす.い, うす-, -うす, うす.める, うす.まる, うす.らぐ, うす.ら-, うす.れる, すすき",ハク,"encerkan, tipis, lemah, rumput pampas","薄暗い【うすぐらい】redup, suram","薄める【うすめる】mencampurkan, mencairkan","薄い【うすい】tipis, pucat, cahaya, pingsan, berair, ...",https://kanjikana.com/id/kanji/薄?jlpt=2,1009
坊,,"ボウ, ボッ","anak laki-laki, tempat tinggal pendeta, imam","朝寝坊【あさねぼう】tidur larut di pagi hari, tidur lebih lama, terlalu banyak tidur, pemalas bangun pagi, orang yang susah bangun di pagi hari","坊や【ぼうや】anak laki-laki, anak, anak laki-laki saya, pemuda, pemula","坊ちゃん【ぼっちゃん】anak (orang) lain, anak laki-laki, tuan muda, pemuda hijau dari keluarga berada, pemuda yang tidak mengerti cara dunia",https://kanjikana.com/id/kanji/坊?jlpt=2,1832
厚,"あつ.い, あか",コウ,"tebal, berat, kaya, baik hati, ramah, tak tahu malu, tidak tahu malu","厚い【あつい】tebal, dalam, berat, baik hati, ramah, ...",,,https://kanjikana.com/id/kanji/厚?jlpt=2,768
孫,まご,ソン,"cucu, keturunan",子孫【しそん】keturunan,孫【まご】cucu,,https://kanjikana.com/id/kanji/孫?jlpt=2,1388
床,"とこ, ゆか",ショウ,"tempat tidur, penghitung untuk tempat tidur, lantai, bantalan, tatami","床【とこ】tempat tidur, perlengkapan tempat tidur, tempat tidur sakit, alkof, dasar sungai, ...",床の間【とこのま】tokonoma (alcove tempat seni atau bunga dipajang),"起床【きしょう】bangun (dari tempat tidur), bangun, keluar dari tempat tidur",https://kanjikana.com/id/kanji/床?jlpt=2,1175
販,,ハン,"pemasaran, jual, perdagangan","販売【はんばい】penjualan, menjual, pemasaran",,,https://kanjikana.com/id/kanji/販?jlpt=2,627
液,,エキ,"cairan, cair, jus, getah, sekresi",溶液【ようえき】larutan,"液【えき】cair, cairan",血液【けつえき】darah,https://kanjikana.com/id/kanji/液?jlpt=2,1210
札,ふだ,サツ,"label, uang kertas, penghitung obligasi, plakat, tawaran","名札【なふだ】plat nama, label nama, label","札【さつ】uang kertas, tagihan, catatan",,https://kanjikana.com/id/kanji/札?jlpt=2,921
版,,ハン,"blok cetak, plat cetak, edisi, kesan, label","版画【はんが】cukilan kayu, cetakan kayu, cetakan seni",初版【しょはん】edisi pertama,絶版【ぜっぱん】tidak dicetak lagi,https://kanjikana.com/id/kanji/版?jlpt=2,802
紅,"べに, くれない, あか.い","コウ, ク",merah tua,口紅【くちべに】lipstik,"紅葉【こうよう】warna musim gugur, daun berganti warna, daun berubah merah, daun merah, daun berubah menjadi kuning, ...",紅茶【こうちゃ】teh hitam,https://kanjikana.com/id/kanji/紅?jlpt=2,1299
齢,"よわい, とし",レイ,usia,"年齢【ねんれい】usia, tahun-tahun",,,https://kanjikana.com/id/kanji/齢?jlpt=2,770
雲,"くも, -ぐも",ウン,awan,雲【くも】awan,,,https://kanjikana.com/id/kanji/雲?jlpt=2,1256
浴,"あ.びる, あ.びせる",ヨク,"mandi, mendapatkan kehormatan, berjemur di","入浴【にゅうよく】mandi, pergi ke kamar mandi",浴室【よくしつ】kamar mandi,"海水浴【かいすいよく】berenang di laut, mandi laut, mandi air laut, pergi berenang di laut",https://kanjikana.com/id/kanji/浴?jlpt=2,1136
塩,しお,エン,garam,食塩【しょくえん】garam meja,塩辛い【しおからい】asin,"塩【しお】garam, garam dapur, garam meja, natrium klorida, kesulitan, ...",https://kanjikana.com/id/kanji/塩?jlpt=2,1148
鼻,はな,ビ,"hidung, moncong","耳鼻科【じびか】otorhinolaringologi, departemen telinga, hidung, dan tenggorokan",鼻【はな】hidung,,https://kanjikana.com/id/kanji/鼻?jlpt=2,1632
券,,ケン,tiket,旅券【りょけん】paspor,"定期券【ていきけん】kartu langganan komuter, tiket musiman","回数券【かいすうけん】kupon tiket, tiket diskon, buku tiket",https://kanjikana.com/id/kanji/券?jlpt=2,583
双,"ふた, たぐい, ならぶ, ふたつ",ソウ,"pasangan, aturan, perbandingan, penghitung pasangan",双子【ふたご】kembar,,,https://kanjikana.com/id/kanji/双?jlpt=2,1029
旧,"ふる.い, もと",キュウ,"zaman dulu, barang-barang lama, teman lama, mantan","旧知【きゅうち】teman lama, kenalan lama","復旧【ふっきゅう】restorasi, restitusi, rehabilitasi","旧【きゅう】tua, mantan, yang tua, barang lama, adat lama, ...",https://kanjikana.com/id/kanji/旧?jlpt=2,549
肩,かた,ケン,bahu,肩【かた】bahu,,,https://kanjikana.com/id/kanji/肩?jlpt=2,1215
尻,しり,コウ,"pantat, pinggul, belakang","尻尾【しっぽ】ekor, bagian akhir, tip","尻【しり】pantat, di belakang, bawah, pinggul, permukaan bawah, ...",,https://kanjikana.com/id/kanji/尻?jlpt=2,1692
塗,"ぬ.る, ぬ.り, まみ.れる",ト,"cat, plester, lumur, oles, pelapis","塗る【ぬる】melukis, memplester, melapisi dengan pernis, melapisi, menyebar, ...",,,https://kanjikana.com/id/kanji/塗?jlpt=2,1414
沈,"しず.む, しず.める","チン, ジン","wastafel, terendam, mereda, merasa tertekan, lidah buaya","沈没【ちんぼつ】tenggelam, karam, turun, pencelupan, mabuk berat, ...","沈黙【ちんもく】kebisuan, diam, tenang, kediaman, ketidakaktifan","沈む【しずむ】tenggelam, pergi ke bawah, menenggelamkan, terbenam, mengatur, ...",https://kanjikana.com/id/kanji/沈?jlpt=2,1271
緑,みどり,"リョク, ロク",hijau,"緑【みどり】hijau, hijauan, kehijauan",,,https://kanjikana.com/id/kanji/緑?jlpt=2,1180
咲,"さ.く, -ざき",ショウ,"mekar, me­kar","咲く【さく】mekar, berbunga, berkembang, membuka, menghampiri",,,https://kanjikana.com/id/kanji/咲?jlpt=2,1534
臣,,"シン, ジン","retainer, subjek","総理大臣【そうりだいじん】perdana menteri, perdana",大臣【だいじん】menteri kabinet,,https://kanjikana.com/id/kanji/臣?jlpt=2,1249
腰,こし,ヨウ,"lumbar, pinggul, pinggang, wainscoting rendah",腰掛ける【こしかける】duduk,"腰掛け【こしかけ】kursi, bangku, pekerjaan sementara saat mencari pekerjaan yang lebih baik atau sampai menikah","腰【こし】punggung bawah, pinggang, pinggul, daerah lumbar, badan, ...",https://kanjikana.com/id/kanji/腰?jlpt=2,1306
貨,たから,カ,"kargo, barang, properti","外貨【がいか】mata uang asing, uang asing, valuta asing, barang impor","雑貨【ざっか】barang-barang beragam, barang umum, barang-barang kecil","貨幣【かへい】uang, mata uang, pencetakan uang",https://kanjikana.com/id/kanji/貨?jlpt=2,822
掘,ほ.る,クツ,"gali, menyelidiki, menggali",採掘【さいくつ】pertambangan,"発掘【はっくつ】penggalian, penggalian kembali, menggali, penemuan (fakta baru, bakat, dll.), penemuan","掘る【ほる】menggali, mengukir, menyelami, menggali (misalnya sayuran), untuk melakukan seks anal",https://kanjikana.com/id/kanji/掘?jlpt=2,1257
駐,,チュウ,"singgah, tinggal di, penduduk",駐車【ちゅうしゃ】memarkirkan kendaraan,"駐車場【ちゅうしゃじょう】tempat parkir, garasi parkir",,https://kanjikana.com/id/kanji/駐?jlpt=2,955
珍,"めずら.しい, たから",チン,"langka, penasaran, aneh","珍しい【めずらしい】tidak biasa, langka, penasaran, baru, novel, ...",,,https://kanjikana.com/id/kanji/珍?jlpt=2,1330
凍,"こお.る, こご.える, こご.る, い.てる, し.みる",トウ,"beku, membeku, mendinginkan","冷凍【れいとう】membeku, penyimpanan dingin, pendinginan","凍える【こごえる】membeku, dibekukan, menjadi mati rasa (karena dingin), didinginkan","凍る【こおる】membekukan, membeku",https://kanjikana.com/id/kanji/凍?jlpt=2,1284
募,つの.る,ボ,"merekrut, kampanye, mengumpulkan (sumbangan), mendaftar, menjadi keras","募金【ぼきん】penggalangan dana, pengumpulan dana","公募【こうぼ】seruan publik (misalnya untuk sumbangan), iklan publik (untuk sebuah posisi), rekrutmen terbuka, penawaran umum (surat berharga)","募る【つのる】menjadi lebih kuat, meningkat intensitasnya, menjadi keras, menjadi lebih buruk, mengundang kontribusi, dll., ...",https://kanjikana.com/id/kanji/募?jlpt=2,809
湾,いりえ,ワン,"teluk, inlet","湾【わん】teluk, inlet",,,https://kanjikana.com/id/kanji/湾?jlpt=2,545
涙,なみだ,"ルイ, レイ","air mata, simpati","涙【なみだ】air mata, sekresi lakrimal, simpati",,,https://kanjikana.com/id/kanji/涙?jlpt=2,1381
泥,"どろ, なず.む","デイ, ナイ, デ, ニ","lumpur, rawa, patuhi, terikat dengan","泥【どろ】lumpur, slus, tanah basah, rawa, pencuri","泥棒【どろぼう】pencuri, perampok, pencurian, perampokan",,https://kanjikana.com/id/kanji/泥?jlpt=2,1589
童,わらべ,ドウ,"remaja, anak","童話【どうわ】cerita anak-anak, dongeng","児童【じどう】anak-anak, remaja",,https://kanjikana.com/id/kanji/童?jlpt=2,1138
欧,"うた.う, は.く",オウ,eropa,,,,https://kanjikana.com/id/kanji/欧?jlpt=2,421
柔,"やわ.らか, やわ.らかい, やわ, やわ.ら","ジュウ, ニュウ","lembut, kelemahan, kelembutan","柔軟【じゅうなん】fleksibel, lincah, lembut, lentur","柔らかい【やわらかい】lembut, patuh, lentur, lincah, lumpuh, ...",柔道【じゅうどう】judo,https://kanjikana.com/id/kanji/柔?jlpt=2,1187
庁,やくしょ,"チョウ, テイ",kantor pemerintahan,"庁【ちょう】kantor pemerintahan, agensi, papan","官庁【かんちょう】kantor pemerintahan, lembaga pemerintah, otoritas",県庁【けんちょう】kantor prefektur,https://kanjikana.com/id/kanji/庁?jlpt=2,793
匹,ひき,ヒツ,"sama, kepala, penghitung untuk hewan kecil, gulungan kain","匹【ひき】penghitung untuk hewan kecil, penghitung untuk gulungan kain (ukuran dua han), penghitung untuk kuda, gulungan kain","匹敵【ひってき】sepadan dengan, bersaing dengan, menyamai, dibandingkan dengan, setara dengan",,https://kanjikana.com/id/kanji/匹?jlpt=2,1384
干,"ほ.す, ほ.し-, -ぼ.し, ひ.る",カン,"kering, mengeringkan, surut, mundur, mengganggu, membela","若干【じゃっかん】beberapa, sejumlah, sedikit, agak, sampai batas tertentu, ...","梅干し【うめぼし】umeboshi, ume kering acar, asam kering","干す【ほす】mengudara, mengeringkan, menguras, menghabiskan minuman, mencabut peran, pekerjaan, dll.",https://kanjikana.com/id/kanji/干?jlpt=2,1349
阪,さか,ハン,"ketinggian, lereng",,,,https://kanjikana.com/id/kanji/阪?jlpt=2,503
仏,ほとけ,"ブツ, フツ","Buddha, orang mati, prancis","仏像【ぶつぞう】patung Buddha, gambar buddha, patung buddha, citra buddha","仏【ふつ】Prancis, Bahasa Prancis","仏【ほとけ】Buddha, Shakyamuni, Gambar Buddhis, patung Buddha, orang mati, ...",https://kanjikana.com/id/kanji/仏?jlpt=2,819
辛,"から.い, つら.い, -づら.い, かのと",シン,"pedas, pahit, panas, tajam","辛うじて【かろうじて】hampir tidak, sempit, baru saja, dengan kesulitan","香辛料【こうしんりょう】bumbu, rempah-rempah","辛抱【しんぼう】kesabaran, ketahanan, ketekunan",https://kanjikana.com/id/kanji/辛?jlpt=2,1607
械,かせ,カイ,"alat, belenggu, mesin, instrumen","機械【きかい】mesin, mekanisme, instrumen, perangkat, peralatan",,,https://kanjikana.com/id/kanji/械?jlpt=2,1321
均,なら.す,キン,"tingkat, rata-rata","均衡【きんこう】keseimbangan, keseimbangan","平均【へいきん】rata-rata, berarti, keseimbangan, kesetimbangan",,https://kanjikana.com/id/kanji/均?jlpt=2,715
