Kanji,Kun,On,Arti,Kata 1,Kata 2,Kata 3,URL,Peringkat frekuensi
石,いし,"セキ, シャク, コク",batu,石炭【せきたん】batu bara,"宝石【ほうせき】permata, batu mulia","石油【せきゆ】minyak, minyak bumi, kerosin, parafin",https://kanjikana.com/id/kanji/石?jlpt=3,342
完,,カン,"sempurna, penyelesaian, akhir","完全【かんぜん】sempurna, lengkap","完成【かんせい】penyelesaian, kesempurnaan, pencapaian",,https://kanjikana.com/id/kanji/完?jlpt=3,595
光,"ひか.る, ひかり",コウ,"sinar, cahaya","光線【こうせん】balok, sinar cahaya","蛍光灯【けいこうとう】lampu fluorescent, lampu neon, orang yang lambat bereaksi, seseorang yang lambat dalam memahami","光景【こうけい】pemandangan, tontonan, penglihatan",https://kanjikana.com/id/kanji/光?jlpt=3,527
突,つ.く,"トツ, カ","menusuk, menonjol, dorongan, tabrakan, tiba-tiba","突っ込む【つっこむ】menusukkan (sesuatu) ke dalam (sesuatu), menghafal, memenuhi, mendorong, menyelam ke dalam, ...","煙突【えんとつ】cerobong asap, cerobong (kapal), pipa cerobong, membawa penumpang tanpa menghidupkan argo","突く【つく】menusuk, menikam, menggoda, mendorong, memukul, ...",https://kanjikana.com/id/kanji/突?jlpt=3,521
求,もと.める,"キュウ, グ","permintaan, ingin, berharap untuk, memerlukan","求める【もとめる】menginginkan, mengharapkan, meminta, menuntut, memerlukan, ...","要求【ようきゅう】permintaan, permintaan tegas, persyaratan, keinginan","請求【せいきゅう】klaim, permintaan, biaya, aplikasi, penagihan (untuk layanan)",https://kanjikana.com/id/kanji/求?jlpt=3,220
球,たま,キュウ,bola,電球【でんきゅう】bola lampu,"地球【ちきゅう】bumi, bola dunia","球【きゅう】bola, bola dunia, bohlam, penghitung lemparan",https://kanjikana.com/id/kanji/球?jlpt=3,302
渡,"わた.る, -わた.る, わた.す",ト,"transit, ford, kapal feri, silang, impor, mengantarkan, diameter, migrasi","渡す【わたす】menyeberangkan (misalnya sungai), membawa melintasi, menyeberangi, berbaring melintang, membangun melintasi, ...","渡る【わたる】menyeberang, memperpanjang, menutupi, berkisar, membentang",,https://kanjikana.com/id/kanji/渡?jlpt=3,446
緒,"お, いとぐち","ショ, チョ","tong, permulaan, akhir, tali, keadaan mental atau emosional","一緒【いっしょ】bersama, pada saat yang sama, sama, identik",,,https://kanjikana.com/id/kanji/緒?jlpt=3,952
婚,,コン,pernikahan,離婚【りこん】perceraian,婚約【こんやく】pertunangan,結婚【けっこん】pernikahan,https://kanjikana.com/id/kanji/婚?jlpt=3,767
資,,シ,"aset, sumber daya, ibu kota, dana, data, berkontribusi pada","資料【しりょう】bahan-bahan, data, dokumen","資本【しほん】dana/dana-dana, ibu kota",資源【しげん】sumber daya,https://kanjikana.com/id/kanji/資?jlpt=3,179
捕,"と.らえる, と.らわれる, と.る, とら.える, とら.われる, つか.まえる, つか.まる",ホ,tangkap,捕る【とる】menangkap,"逮捕【たいほ】penangkapan, kekhawatiran, tangkap","捕まる【つかまる】tertangkap, ditangkap, berpegangan pada, menggenggam, menemukan (misalnya, bukti), ...",https://kanjikana.com/id/kanji/捕?jlpt=3,604
苦,"くる.しい, -ぐる.しい, くる.しむ, くる.しめる, にが.い, にが.る",ク,"penderitaan, percobaan, khawatir, kesulitan, merasa pahit, cemberut","苦心【くしん】nyeri, kerja keras, usaha, masalah, tenaga kerja","苦情【くじょう】keluhan, masalah, keberatan","苦労【くろう】kesulitan, tenaga kerja, kerja keras, nyeri, kecemasan, ...",https://kanjikana.com/id/kanji/苦?jlpt=3,623
絶,"た.える, た.やす, た.つ",ゼツ,"menghentikan, memutuskan koneksil, memotong, menjauhi, mengganggu, menghambat, berada di luar jangkauan, tanpa korek api, tak tertandingi","絶対【ぜったい】mutlak, pasti, tanpa syarat, jelas, kekutuhan","絶滅【ぜつめつ】kepunahan, pemusnahan, pemberantasan, membasmi, menghapus",,https://kanjikana.com/id/kanji/絶?jlpt=3,784
容,い.れる,ヨウ,"mengandung, bentuk, tampak","美容【びよう】kecantikan, tubuh yang bagus, penampilan (yang indah), fitur-fitur (yang) indah, pengindahan, ...","容積【ようせき】kapasitas, volume","形容詞【けいようし】kata sifat, i-sifat (dalam bahasa Jepang)",https://kanjikana.com/id/kanji/容?jlpt=3,264
昨,,サク,"kemarin, sebelumnya",昨日【きのう】kemarin,一昨年【おととし】dua tahun lalu,一昨日【おととい】kemarin lusa,https://kanjikana.com/id/kanji/昨?jlpt=3,226
参,"まい.る, まい-, まじわる, みつ","サン, シン","bingung, tiga, pergi, datang, mengunjungi, kunjungan, dikalahkan, mati, sangat jatuh cinta, berpartisipasi, ikut serta dalam","持参【じさん】membawa, mengambil","お参り【おまいり】ziarah, sembahyang","参加【さんか】partisipasi, bergabung, entri",https://kanjikana.com/id/kanji/参?jlpt=3,201
収,"おさ.める, おさ.まる",シュウ,"pendapatan, memperoleh, menuai, membayar, pasokan, toko","領収【りょうしゅう】tanda terima (uang), menerima","収穫【しゅうかく】panen, tanaman, buah (dari jerih payah seseorang), keuntungan, hasil, ...","収める【おさめる】membayar (biaya, pajak, dll.), mendedikasikan, memberi persembahan, menyediakan, menyimpan, ...",https://kanjikana.com/id/kanji/収?jlpt=3,337
願,"ねが.う, -ねがい",ガン,"petisi, permintaan, sumpah, keinginan, harapan","願う【ねがう】menginginkan, mengharapkan, berharap, memohon, meminta, ...","願い【ねがい】keinginan, harapan, permintaan, permohonan, banding, ...",,https://kanjikana.com/id/kanji/願?jlpt=3,894
職,,"ショク, ソク","pos, pekerjaan, kerja","職人【しょくにん】tukang, pengrajin, pekerja","職【しょく】pekerjaan, kerja, posisi, tugas-tugas, perdagangan, ...","職業【しょくぎょう】pekerjaan, profesi, perdagangan, memanggil, bisnis",https://kanjikana.com/id/kanji/職?jlpt=3,305
座,すわ.る,ザ,"jongkok, kursi, bantal, pertemuan, duduk","座敷【ざしき】kamar tatami, kamar tikar tatami, ruang jepang formal, pesta makan malam di ruang tatami (khususnya ketika ada geisha atau maiko yang hadir)","座布団【ざぶとん】zabuton, bantal lantai datar yang biasa digunakan saat duduk atau berlutut; biasanya berbentuk persegi panjang",座席【ざせき】kursi,https://kanjikana.com/id/kanji/座?jlpt=3,588
争,"あらそ.う, いか.でか",ソウ,"berkompetisi, perselisihan, berdebat","争う【あらそう】bersaing, menggugat, bertengkar, berdebat, membantah, ...","論争【ろんそう】perselisihan, kontroversi, debat, argumen, mengambil isu","戦争【せんそう】perang, berjuang, persaingan sengit",https://kanjikana.com/id/kanji/争?jlpt=3,271
限,"かぎ.る, かぎ.り, -かぎ.り",ゲン,"batas, membatasi, sebaik mungkin",限度【げんど】batas,"無限【むげん】tak terhingga, kekabaran, keabadian, tak terbatas","期限【きげん】istilah, periode, jangka waktu, batas waktu, tenggat waktu",https://kanjikana.com/id/kanji/限?jlpt=3,405
退,"しりぞ.く, しりぞ.ける, ひ.く, の.く, の.ける, ど.く",タイ,"mundur, menarik, pensiun, mengundurkan diri, mengusir, tolak","退屈【たいくつ】membosankan, tumpul, tidak menarik, melelahkan, monoton, ...",引退【いんたい】pensiun,"退院【たいいん】keluar dari rumah sakit, pemulangan dari rumah sakit",https://kanjikana.com/id/kanji/退?jlpt=3,424
形,"かた, -がた, かたち, なり","ケイ, ギョウ","bentuk, gaya","形式【けいしき】bentuk (sebagai lawan dari substansi), format, bentuk, gaya, sikap, ...","図形【ずけい】angka, bentuk, grafis","長方形【ちょうほうけい】persegi panjang, lonjong",https://kanjikana.com/id/kanji/形?jlpt=3,418
許,"ゆる.す, もと",キョ,"izin, setujui","許す【ゆるす】mengizinkan, menyetujui, memaafkan, meminta maaf, mentolerir, ...","許可【きょか】izin, persetujuan, otorisasi, lisensi","免許【めんきょ】lisensi, izin, sertifikat",https://kanjikana.com/id/kanji/許?jlpt=3,720
局,つぼね,キョク,"biro, papan, kantor, urusan, kesimpulan, wanita istana, wanita pengiring, apartemennya","薬局【やっきょく】apotek, apotek rumah sakit","結局【けっきょく】setelah semua, pada akhirnya, akhirnya, kesimpulan, akhir, ...","局【きょく】biro, departemen, kantor, stasiun penyiaran (misalnya, televisi, radio), saluran, ...",https://kanjikana.com/id/kanji/局?jlpt=3,286
息,いき,ソク,"nafas, pernapasan, anak laki-laki, bunga (uang), mendidik, istirahat, berakhir",ため息【ためいき】desah,"休息【きゅうそく】istirahat, lega, relaksasi","息【いき】napas, pernapasan, nada, suasana hati",https://kanjikana.com/id/kanji/息?jlpt=3,882
疑,うたが.う,ギ,"ragu, ketidakpercayaan, curigai, pertanyaan","疑う【うたがう】meragukan, mencurigai","疑問【ぎもん】ragu, pertanyaan, kecurigaan, keraguan",,https://kanjikana.com/id/kanji/疑?jlpt=3,283
逃,"に.げる, に.がす, のが.す, のが.れる",トウ,"melarikan diri, syirik, menghindari, bebaskan","逃がす【にがす】membebaskan, melepaskan, melewatkan, kehilangan, membiarkan lolos, ...","逃げる【にげる】melarikan diri, melarikan diri (misalnya dari bahaya), meletus, meninggalkan, menghindari, ...",,https://kanjikana.com/id/kanji/逃?jlpt=3,931
笑,"わら.う, え.む",ショウ,tertawa,"笑顔【えがお】wajah tersenyum, senyum","笑い【わらい】tertawa, tawa, senyum, mengejek, alat bantu seks (misalnya dildo, buku pornografi, cetakan kayu erotis, dll.)","笑う【わらう】tertawa, tersenyum, mengejek, tercengang",https://kanjikana.com/id/kanji/笑?jlpt=3,913
船,"ふね, ふな-",セン,"kapal, perahu",造船【ぞうせん】pembuatan kapal,"船便【ふなびん】pos laut (kapal), pos laut, layanan feri, layanan pengukus","風船【ふうせん】balon, balon (udara panas atau gas)",https://kanjikana.com/id/kanji/船?jlpt=3,713
育,"そだ.つ, そだ.ち, そだ.てる, はぐく.む",イク,"membesarkan, tumbuh dewasa, mengangkat, belakang","育児【いくじ】penitipan anak, pengasuhan anak, keperawatan, pembesaran","育つ【そだつ】dibesarkan, tumbuh (besar)","体育【たいいく】pendidikan jasmani, PE, kelas senam",https://kanjikana.com/id/kanji/育?jlpt=3,369
働,はたら.く,ドウ,"kerja, (kokuji)","働き【はたらき】kerja, tenaga kerja, prestasi, kinerja, kemampuan, ...","労働【ろうどう】kerja manual, bekerja keras, kerja, Partai Buruh","働く【はたらく】bekerja, berfungsi, mengoperasikan, menjadi efektif, mulai berperan, ...",https://kanjikana.com/id/kanji/働?jlpt=3,417
若,"わか.い, わか-, も.しくわ, も.し, も.しくは, ごと.し","ジャク, ニャク, ニャ","muda, jika, mungkin, angka rendah, belum matang","若々しい【わかわかしい】muda, berpenampilan muda","若い【わかい】muda, belum matang, hijau, rendah, kecil",,https://kanjikana.com/id/kanji/若?jlpt=3,458
馬,"うま, うま-, ま",バ,kuda,競馬【けいば】balap kuda,"馬【うま】kuda, balap kuda, uskup yang dipromosikan, kesatria","馬鹿【ばか】idiot, bodoh, masalah sepele, kebodohan, keabsurdan, ...",https://kanjikana.com/id/kanji/馬?jlpt=3,639
与,"あた.える, あずか.る, くみ.する, ともに",ヨ,"memberikan, ikut serta dalam, beri, penghargaan, mengajarkan, menyediakan, penyebab, hadiah, karunia","給与【きゅうよ】membayar, gaji, upah, uang saku, hibah, ...","与える【あたえる】memberikan, menganugerahkan, menyajikan, memberikan penghargaan, menyediakan, ...",,https://kanjikana.com/id/kanji/与?jlpt=3,308
破,"やぶ.る, やぶ.れる, わ.れる",ハ,"menghasilkan, istirahat dengan tenang, air mata, istirahat, menghancurkan, kekalahan, frustrasi","破れる【やぶれる】sobek, merobek, memecahkan, menghabiskan, dihentikan, ...","破片【はへん】fragmen, potongan rusak, serpihan kayu, cip, pecahan kaca","破る【やぶる】merobek, memecahkan, menghancurkan, menembus, melanggar, ...",https://kanjikana.com/id/kanji/破?jlpt=3,590
号,"さけ.ぶ, よびな",ゴウ,"nama panggilan, nomor, barang, judul, pseudonim, nama, panggilan","記号【きごう】simbol, kode, tanda, notasi","符号【ふごう】tanda, simbol, kode, tanda (misalnya positif, negatif)","信号【しんごう】sinyal, penandaan, lampu lalu lintas",https://kanjikana.com/id/kanji/号?jlpt=3,585
満,"み.ちる, み.つ, み.たす","マン, バン","penuh, kekenyangan, cukup, memuaskan","満員【まんいん】rumah penuh, tidak ada kamar, habis terjual, hanya ada ruang berdiri, penuh (dengan orang), ...","満点【まんてん】skor sempurna, nilai penuh, sangat, cukup","満足【まんぞく】kepuasan, cukup, memuaskan, layak, memuaskan (persamaan)",https://kanjikana.com/id/kanji/満?jlpt=3,515
際,"きわ, -ぎわ",サイ,"kesempatan, samping, tepi, berbahaya, penuh petualangan, tidak pantas, waktu, kapan","実際【じっさい】kenyataan, kebenaran, fakta, kondisi aktual, praktik, ...","際【さい】kesempatan, waktu, keadaan, dalam hal, kapan","交際【こうさい】perusahaan, persahabatan, asosiasi, masyarakat, kenalan, ...",https://kanjikana.com/id/kanji/際?jlpt=3,183
罪,つみ,ザイ,"rasa bersalah, dosa, kejahatan, kesalahan, salahkan, pelanggaran","罪【つみ】kejahatan, dosa, kesalahan, ketidakbijaksanaan, hukuman, ...","犯罪【はんざい】kejahatan, pelanggaran",,https://kanjikana.com/id/kanji/罪?jlpt=3,732
存,"ながら.える, あ.る, たも.つ, と.う","ソン, ゾン","ada, menganggap, waspadai, percaya, merasa","生存【せいぞん】keberadaan, menjadi, kelangsungan hidup, ada, hidup, ...","存じる【ぞんじる】tahu, menyadari, mengenal, berpikir, mempertimbangkan, ...","存在【そんざい】keberadaan, makhluk, kehadiran",https://kanjikana.com/id/kanji/存?jlpt=3,577
観,"み.る, しめ.す",カン,"prospek, melihat, penampilan, kondisi, pemandangan","観測【かんそく】pengamatan, survei, pengukuran, pendapat, prediksi, ...","観念【かんねん】ide, gagasan, konsep, konsepsi, rasa (misalnya, rasa tanggung jawab), ...",観客【かんきゃく】penonton,https://kanjikana.com/id/kanji/観?jlpt=3,476
増,"ま.す, ま.し, ふ.える, ふ.やす",ゾウ,"meningkatkan, tambah, mengembangkan, keuntungan, mempromosikan","増やす【ふやす】meningkatkan, menambahkan ke","増大【ぞうだい】pembesaran, meningkatkan","増減【ぞうげん】meningkatkan dan menurunkan, fluktuasi",https://kanjikana.com/id/kanji/増?jlpt=3,231
険,けわ.しい,ケン,"curam, tempat yang tidak dapat diakses, posisi tak tergoyahkan, tempat curam, mata tajam","険しい【けわしい】curam, kasar, tidak dapat diakses, tak terkalahkan, suram, ...","冒険【ぼうけん】petualangan, usaha, usaha yang kemungkinan besar tidak akan berhasil, upaya berisiko, bahaya, ...","危険【きけん】bahaya, risiko",https://kanjikana.com/id/kanji/険?jlpt=3,707
深,"ふか.い, -ぶか.い, ふか.まる, ふか.める, み-",シン,"dalam, tingkatkan, intensifkan, menguatkan","深まる【ふかまる】memperdalam, meningkatkan, memperkuat",深夜【しんや】larut malam,"深い【ふかい】dalam, mendalam, padat, tebal, dekat, ...",https://kanjikana.com/id/kanji/深?jlpt=3,484
犯,おか.す,"ハン, ボン","kejahatan, dosa, pelanggaran","防犯【ぼうはん】pencegahan kejahatan, keamanan","犯人【はんにん】pelaku, kriminal, tersangka","犯罪【はんざい】kejahatan, pelanggaran",https://kanjikana.com/id/kanji/犯?jlpt=3,874
幸,"さいわ.い, さち, しあわ.せ",コウ,"kebahagiaan, berkat, keberuntungan","幸せ【しあわせ】kebahagiaan, keberuntungan baik, keberuntungan, berkat","幸運【こううん】semoga berhasil, keberuntungan","不幸【ふこう】ketidakbahagiaan, kesedihan, kesialan, bencana, kecelakaan, ...",https://kanjikana.com/id/kanji/幸?jlpt=3,786
単,ひとえ,タン,"sederhana, satu, tunggal, hanya","単純【たんじゅん】sederhana, polos, langsung, berpikiran sederhana, naif","単なる【たんなる】hanya, sederhana, murni","単位【たんい】satuan, denominasi, kredit (di sekolah), dalam satuan (misalnya ""dalam ribuan""), dalam jumlah",https://kanjikana.com/id/kanji/単?jlpt=3,586
薬,くすり,ヤク,"obat, kimia, email, mesiu, manfaat","農薬【のうやく】bahan kimia pertanian (misalnya pestisida, herbisida, fungisida, dll.), agrokimia","薬品【やくひん】obat, bahan kimia","薬指【くすりゆび】jari manis, jari keempat, jari kaki keempat",https://kanjikana.com/id/kanji/薬?jlpt=3,702
示,しめ.す,"ジ, シ","tunjukkan, menunjukkan, mengungkapkan, tampilan","示す【しめす】memperlihatkan, menunjukkan, memberitahu, memberi contoh, menjelaskan, ...","掲示【けいじ】pemberitahuan, buletin, pos, plakat",,https://kanjikana.com/id/kanji/示?jlpt=3,237
抜,"ぬ.く, -ぬ.く, ぬ.き, ぬ.ける, ぬ.かす, ぬ.かる","バツ, ハツ, ハイ","meluncur keluar, ekstrak, tarik keluar, mencuri, kutipan, menghapus, menghilangkan","抜く【ぬく】menarik keluar, mengeluarkan, mengekstrak, mencabut steker, menyiangi, ...","抜ける【ぬける】keluar, berjatuhan, untuk dihilangkan, hilang, melarikan diri, ...",,https://kanjikana.com/id/kanji/抜?jlpt=3,726
速,"はや.い, はや-, はや.める, すみ.やか",ソク,cepat,"早速【さっそく】sekaligus, segera, tanpa penundaan",加速度【かそくど】percepatan,速力【そくりょく】kecepatan,https://kanjikana.com/id/kanji/速?jlpt=3,576
未,"いま.だ, ま.だ, ひつじ","ミ, ビ","tidak-, belum, sejauh ini, masih, bahkan sekarang, tanda aries, 13:00-15:00, tanda kedelapan zodiak cina","未来【みらい】masa depan (yang jauh), keberadaan di masa depan, dunia di luar kubur, dunia yang akan datang, masa depan",,,https://kanjikana.com/id/kanji/未?jlpt=3,650
米,"こめ, よね","ベイ, マイ, メエトル","beras, AS (Amerika Serikat), meter",南米【なんべい】amerika selatan,"米【こめ】beras, pokok, kebutuhan","米【メートル】meter (satuan panjang), meter, pengukur",https://kanjikana.com/id/kanji/米?jlpt=3,61
痛,"いた.い, いた.む, いた.ましい, いた.める",ツウ,"nyeri, sakit, kerusakan, memar","痛み【いたみ】nyeri, dukacita, kesulitan, kerusakan, cedera, ...","苦痛【くつう】nyeri, penderitaan, kesulitan",頭痛【ずつう】sakit kepala,https://kanjikana.com/id/kanji/痛?jlpt=3,903
倒,"たお.れる, -だお.れ, たお.す, さかさま, さかさ, さかしま",トウ,"menggulingkan, jatuh, runuh, jatuhkan, rusak","面倒くさい【めんどくさい】mengganggu, melelahkan, repot untuk melakukan","面倒【めんどう】masalah, ganggu, kesulitan, perawatan, perhatian","倒れる【たおれる】jatuh, runtuh, meruntuhkan, hancur (dalam sebuah kehancuran), menghancurkan, ...",https://kanjikana.com/id/kanji/倒?jlpt=3,791
論,あげつら.う,ロン,"argumen, wacana",評論【ひょうろん】kritik,"論ずる【ろんずる】membahas, membicarakan, membahas (topik), berdebat, membantah, ...","概論【がいろん】pengantar, garis besar, catatan umum",https://kanjikana.com/id/kanji/論?jlpt=3,227
都,みやこ,"ト, ツ","metropolis, ibukota, semua, segala sesuatu","都心【としん】pusat kota, pusat kota metropolis","都【みやこ】ibu kota (khususnya Kyoto, bekas ibu kota Jepang), ibu kota pemerintahan, ibu kota, kota (misalnya kota cahaya), lokasi istana kekaisaran","都市【とし】kota, municipal, perkotaan",https://kanjikana.com/id/kanji/都?jlpt=3,123
敗,やぶ.れる,ハイ,"kegagalan, kekalahan, pembalikan","勝敗【しょうはい】kemenangan atau kekalahan, hasil (dari permainan, pertarungan, dll.)","失敗【しっぱい】kegagalan, kesalahan, kesalahan besar",,https://kanjikana.com/id/kanji/敗?jlpt=3,516
寝,"ね.る, ね.かす, い.ぬ, みたまや, や.める",シン,"berbaring, tidur, istirahat, tempat tidur, tetap tidak terjual","寝台【しんだい】tempat tidur, sofa","昼寝【ひるね】tidur siang, siesta","寝る【ねる】tidur (berbaring), pergi tidur, berbaring di tempat tidur, berbaring, berhubungan seks, ...",https://kanjikana.com/id/kanji/寝?jlpt=3,1034
夢,"ゆめ, ゆめ.みる, くら.い","ム, ボウ","mimpi, visi, ilusi","夢中【むちゅう】terpaku pada, terbenam dalam, gila akan, terobsesi dengan, setia pada, ...",夢【ゆめ】mimpi,,https://kanjikana.com/id/kanji/夢?jlpt=3,943
側,"かわ, がわ, そば",ソク,"sisi, kurus, melawan, penyesalan",両側【りょうがわ】kedua sisi,"側【そば】dekat, tutup, di samping, sekitar, kedekatan, ...",,https://kanjikana.com/id/kanji/側?jlpt=3,216
遅,"おく.れる, おく.らす, おそ.い",チ,"lambat, terlambat, belakang, nanti","遅刻【ちこく】keterlambatan, terlambat datang","遅れる【おくれる】terlambat, ditunda, tertinggal dari jadwal, tertinggal, ketinggalan zaman, ...","遅い【おそい】lambat, menghabiskan waktu, lesu, sore, menuju akhir (hari atau malam), ...",https://kanjikana.com/id/kanji/遅?jlpt=3,833
探,"さぐ.る, さが.す",タン,"meraba, cari, mencari","探す【さがす】mencari, memburu, menggeledah (rumah, saku, dll.), mencari melalui, menggeledah (misalnya, laci), ...",,,https://kanjikana.com/id/kanji/探?jlpt=3,930
例,たと.える,レイ,"contoh, khusus, penggunaan, preseden","実例【じつれい】contoh, ilustrasi, preseden",例外【れいがい】pengecualian,"例える【たとえる】membandingkan (sesuatu) dengan, membandingkan, berbicara secara kiasan, menggunakan simile, menggunakan metafora",https://kanjikana.com/id/kanji/例?jlpt=3,399
妻,つま,サイ,"istri, pasangan","夫妻【ふさい】suami dan istri, pasangan suami istri","妻【つま】istri, tatakan (khususnya yang disajikan dengan sashimi), hiasan, iringan, samping (catatan)","妻【つま】sayangku, yang terhormat, madu",https://kanjikana.com/id/kanji/妻?jlpt=3,691
降,"お.りる, お.ろす, ふ.る, ふ.り, くだ.る, くだ.す","コウ, ゴ","turun, mendadak, jatuh, menyerah","下降【かこう】turunan, musim gugur, jatuhkan, penurunan, penurunan tanah","以降【いこう】pada dan setelah, dari ... ke depan, karena","降り出す【ふりだす】mulai hujan, mulai turun salju",https://kanjikana.com/id/kanji/降?jlpt=3,596
割,"わ.る, わり, わ.り, わ.れる, さ.く",カツ,"proporsi, secara komparatif, membagi, potong, pisahkan, membelah","時間割【じかんわり】jadwal pelajaran, jadwal","割る【わる】membagi, memotong, memotong menjadi dua bagian, memisahkan, merobek, ...","役割【やくわり】bagian, penugasan (penyisihan) bagian, peran, tugas-tugas",https://kanjikana.com/id/kanji/割?jlpt=3,318
科,,カ,"departemen, kursus, bagian","学科【がっか】mata pelajaran, kurikulum pembelajaran, departemen","内科【ないか】penyakit dalam, departemen penyakit dalam",社会科学【しゃかいかがく】ilmu sosial,https://kanjikana.com/id/kanji/科?jlpt=3,531
段,,"ダン, タン","nilai, langkah-langkah, tangga","段階【だんかい】panggung, langkah, fase, tingkat, peringkat, ...","手段【しゅだん】berarti, cara, ukur","普段【ふだん】biasa, normal, sehari-hari, kebiasaan, biasanya, ...",https://kanjikana.com/id/kanji/段?jlpt=3,479
遠,とお.い,"エン, オン",jauh,望遠鏡【ぼうえんきょう】teleskop,"遠足【えんそく】perjalanan sekolah, perjalanan lapangan, wisata, jalan-jalan, jalan panjang, ...","永遠【えいえん】keabadian, kekekalan",https://kanjikana.com/id/kanji/遠?jlpt=3,887
種,"たね, -ぐさ",シュ,"spesies, baik hati, kelas, variasi, benih","種類【しゅるい】variasi, baik hati, mengetik, kategori, jenis","種【たね】benih, pipa, kernel, biji, keturunan, ...","人種【じんしゅ】ras, jenis orang",https://kanjikana.com/id/kanji/種?jlpt=3,461
恐,"おそ.れる, おそ.る, おそ.ろしい, こわ.い, こわ.がる",キョウ,"ketakutan, kagum","恐縮【きょうしゅく】merasa sangat berterima kasih, sangat bersyukur, bersyukur, merasa bersalah, merasa malu, ...","恐れる【おそれる】takut, takut akan","恐ろしい【おそろしい】mengerikan, menakutkan, mengejutkan, luar biasa",https://kanjikana.com/id/kanji/恐?jlpt=3,878
責,せ.める,セキ,"salahkan, mengutuk, kecaman","責任【せきにん】tugas, tanggung jawab (termasuk pengawasan staf), tanggung jawab, beban","責める【せめる】mengutuk, menyalahkan, mengkritik, mencela, menuduh, ...",,https://kanjikana.com/id/kanji/責?jlpt=3,598
申,"もう.す, もう.し-, さる",シン,"mempunyai kehormatan untuk, tanda monyet, 15:00-17:00, tanda kesembilan zodiak cina","申し訳ない【もうしわけない】maaf, tak termaafkan, saya merasa menyesal, saya merasa bersalah, terima kasih banyak","申請【しんせい】aplikasi, permintaan, petisi","申し訳【もうしわけ】permintaan maaf, alasan",https://kanjikana.com/id/kanji/申?jlpt=3,492
差,"さ.す, さ.し",サ,"pembedaan, perbedaan, variasi, ketidaksesuaian, margin, keseimbangan","差し引き【さしひき】pengurangan, keseimbangan, pasang surut, naik dan turun","交差【こうさ】penyeberangan, persimpangan, (pindah silang) genetik",差し支え【さしつかえ】hambatan,https://kanjikana.com/id/kanji/差?jlpt=3,449
忘,わす.れる,ボウ,lupakan,"忘れ物【わすれもの】artikel yang hilang, benda yang tertinggal, meninggalkan sesuatu di belakang, melupakan sesuatu","忘れる【わすれる】melupakan, meninggalkan dengan ceroboh, pelupa akan, melupakan (sebuah artikel)",,https://kanjikana.com/id/kanji/忘?jlpt=3,1129
冷,"つめ.たい, ひ.える, ひ.や, ひ.ややか, ひ.やす, ひ.やかす, さ.める, さ.ます",レイ,"keren, dingin, santai","冷める【さめる】mendinginkan, kedinginan, menenangkan, mereda, meredam, ...","冷やす【ひやす】mendinginkan (dari suhu ruangan), bersantai, mendinginkan, menenangkan diri, mendinginkan diri, ...","冷凍【れいとう】membeku, penyimpanan dingin, pendinginan",https://kanjikana.com/id/kanji/冷?jlpt=3,667
払,"はら.う, -はら.い, -ばら.い","フツ, ヒツ, ホツ","membayar, mengosongkan, kering, mengusir, membuang","払い込む【はらいこむ】menyetorkan, membayar di","払い戻す【はらいもどす】membayar kembali, membalas, mengembalikan dana, mengganti rugi",酔っ払い【よっぱらい】pemabuk,https://kanjikana.com/id/kanji/払?jlpt=3,813
園,その,エン,"taman, halaman, pertanian","園芸【えんげい】hortikultura, berkebun",幼稚園【ようちえん】taman kanak-kanak,遊園地【ゆうえんち】taman hiburan,https://kanjikana.com/id/kanji/園?jlpt=3,628
席,むしろ,セキ,"kursi, tikar, kesempatan, tempat","客席【きゃくせき】tempat duduk tamu (mis. teater, stadion), kursi penumpang, penonton",座席【ざせき】kursi,"出席【しゅっせき】kehadiran, penampilan",https://kanjikana.com/id/kanji/席?jlpt=3,370
欲,"ほっ.する, ほ.しい",ヨク,"kerinduan, keserakahan, gairah, keinginan",食欲【しょくよく】nafsu makan,"欲しい【ほしい】ingin memiliki, menginginkan, mengharapkan, saya ingin (kamu, mereka, dll.) untuk (melakukan)",,https://kanjikana.com/id/kanji/欲?jlpt=3,902
徒,"いたずら, あだ",ト,"berjalan kaki, muda, kekosongan, kesombongan, kesia-siaan, ketidakgunaan, benda efemeral, geng, aturan, pesta, orang","生徒【せいと】murid, mahasiswa, anak sekolah",,,https://kanjikana.com/id/kanji/徒?jlpt=3,817
束,"たば, たば.ねる, つか, つか.ねる",ソク,"paket, berkas, rim, mengikat menjadi berkas, memerintah, mengelola, kontrol","束【たば】paket, kelompok, berkas","約束【やくそく】janji, perjanjian, penataan, janji seseorang, kontrak, ...",,https://kanjikana.com/id/kanji/束?jlpt=3,918
礼,,"レイ, ライ","salam, busur, upacara, terima kasih, gaji","礼【れい】terima kasih, rasa syukur, sopan santun, etiket, membungkuk, ...","お礼【おれい】terima kasih, rasa syukur, tata krama, etika, busur, ...",,https://kanjikana.com/id/kanji/礼?jlpt=3,1185
労,"ろう.する, いたわ.る, いた.ずき, ねぎら, つか.れる, ねぎら.う",ロウ,"tenaga kerja, terima kasih atas, hadiah untuk, kerja keras, masalah","苦労【くろう】kesulitan, tenaga kerja, kerja keras, nyeri, kecemasan, ...","労働【ろうどう】kerja manual, bekerja keras, kerja, Partai Buruh",,https://kanjikana.com/id/kanji/労?jlpt=3,398
